證券代碼,日期,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),5日均價(元),10日均價(元),20日均價(元),60日均價(元),5日均量,10日均量,20日均量,60日均量,區間股價變化,區間股價變化率,月報所屬日期,季報所屬日期,營收發布日,單月營收(千元),去年單月營收(千元),單月營收成長率％,單月營收與上月比％,單月營收與上月比％-成長月數,累計營收(千元),去年累計營收(千元),累計營收成長率％,季別,季報發布日,每股盈餘,當季季底P/B,當季季底PSR,當季季底P/E,ROA(C)稅前息前折舊前,ROA(A)稅後息前,ROA(B)稅後息前折舊前,ROE(A)－稅後,ROE(B)－常續利益,營業利益率,營業利益成長率,營業利益變動率,營業利益 /實收資本比,常續利益率－稅後,淨利變動率（單季）,稅前息前折舊前淨利率,稅前淨利率,稅前淨利成長率,稅後淨利率,稅後淨利成長率,季底普通股市值,營收成長率,營收變動率,淨值/資產,總資產成長率,總資產週轉次數,業外收支/營收,營業毛利率,營業毛利成長率,已實現銷貨毛利成長率,已實現銷貨毛利率,自由現金流量(D),營業收入淨額,股東權益總額,來自營運之現金流量,外資買賣超(張),投信買賣超(張),自營買賣超(張),合計買賣超(張),外資買賣超日數,投信買賣超日數,自營買賣超日數,法人買賣超日數,董監持股％,董監持股數,融資餘額(張),融券餘額(張),券資比,融券增減比率,融資增減比率,200-400 張(比率),400-600 張(比率),600-800 張(比率),800-1000張(比率),1000張以上  (比率),區間董監持股變化,區間融資餘額(張)變化,區間融券餘額(張)變化,區間200-400 張(比率)變化,區間400-600 張(比率)變化,區間600-800 張(比率)變化,區間800-1000張(比率)變化,區間1000張以上  (比率)變化,區間董監持股變化率,區間融資餘額(張)變化率,區間融券餘額(張)變化率,上市別,產業別,公司,產業名稱,資本額,規模,指數名稱,指數開盤價(元),指數最高價(元),指數最低價(元),指數收盤價(元),指數成交量(千股),指數5日均價(元),指數10日均價(元),指數20日均價(元),指數60日均價(元),指數5日均量,指數10日均量,指數20日均量,指數60日均量,區間指數變化,區間指數變化率,股價變化率分组,區間融資餘額(張)變化率_b,融券增減比率_b,融資增減比率_b,區間融資餘額(張)變化_b,券資比_b
3622,2023-10-16,40.3,41.55,40.3,41.1,531.0,40.14,39.55,40.055,39.3242,553.0,609.0,1032.0,1921.0,-4.2,-9.27,2023-09-28,2023-06-30,2023-10-06,178077.0,146371.0,21.66,3.57,1.0,1214063.0,1230651.0,-1.35,2,2023-08-09,0.51,0.91,4.0,13.0,1.9,1.35,1.74,1.51,1.55,17.4,-28.8,51.26,4.5,23.43,28.93,33.76,25.76,-11.26,22.93,-16.86,5387241,-23.88,30.18,86.7,9.96,0.06,8.36,34.95,-7.03,-7.03,34.95,-42949,391142,6019220,56238,144,0,0,144,1,0,0,1,34.22,51780,2387,6,0.25,100.0,-0.29,0.0,0.0,0.0,0.0,0.0,225,872,4,0.0,0.0,0.0,0.0,0.0,-0.44,-57.56,-200.0,TSE,26,洋華,光電業,1513276000.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(-11, -9]","(-904.381, -14.577]","(0.0, 1080.0]","(-6.471, 0.0]","(340.0, 46608.0]","(-0.001, 0.707]"
4306,2023-10-16,16.65,17.05,16.6,16.8,2351.0,16.61,16.365,16.01,15.2333,2490.0,2218.0,1710.0,1118.0,1.45,9.45,2023-09-28,2023-06-30,2023-10-06,1076933.0,1127995.0,-4.53,-3.66,-1.0,9219204.0,11576356.0,-20.36,2,2023-08-14,0.41,0.93,0.81,11.86,1.73,1.04,1.42,2.32,2.37,5.59,-51.42,37.37,2.67,8.91,165.26,16.48,10.74,-20.28,8.71,17.59,10348826,-24.69,5.47,39.53,-1.78,0.11,5.16,16.84,-31.43,-31.43,16.84,405147,3102923,11812161,-157654,1033,0,0,1033,7,0,0,7,14.54,95723,9630,221,2.29,20.77,1.59,0.0,0.0,0.0,0.0,0.0,0,6041,141,0.0,0.0,0.0,0.0,0.0,0.0,-168.32,-176.25,TSE,3,炎洲,塑膠工業,6582467040.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(9, 11]","(-904.381, -14.577]","(0.0, 1080.0]","(0.923, 18.74]","(340.0, 46608.0]","(0.707, 35.48]"
4432,2023-10-16,24.3,24.7,24.1,24.7,118.0,24.54,24.54,24.5975,24.805,57.0,67.0,72.0,134.0,-0.85,-3.33,2023-09-28,2023-06-30,2023-10-06,102372.0,109668.0,-6.65,19.35,1.0,910025.0,1213676.0,-25.02,2,2023-08-11,0.59,0.97,0.94,7.91,2.99,1.99,2.38,2.32,2.33,7.63,-55.89,-32.3,4.48,10.04,19.51,15.15,12.76,-48.97,9.99,-53.2,1257137,-27.4,3.01,87.23,1.91,0.2,5.14,22.53,-31.07,-31.07,22.53,6840,296898,1289981,1100,-16,0,0,-16,-2,0,0,-2,43.3,21906,717,5,0.7,0.0,-2.45,0.0,0.0,0.0,0.0,0.0,0,-365,4,0.0,0.0,0.0,0.0,0.0,0.0,33.73,-400.0,OTC,4,銘旺實,紡織纖維,505890000.0,中,OTC,216.19,216.19,214.59,214.59,1484434,215.47,215.09,215.04,214.63,1525811,1561794,1523322,1611569,7.64,-3.69,"(-5, -3]","(3.893, 60.83]","(-92.161, 0.0]","(-6.471, 0.0]","(-3666.001, -43.333]","(-0.001, 0.707]"
4552,2023-10-16,38.7,39.6,38.2,39.05,2400.0,36.71,35.355,34.785,33.5425,2410.0,1382.0,854.0,538.0,3.15,8.77,2023-09-28,2023-06-30,2023-10-11,563816.0,542421.0,3.94,17.76,4.0,3585322.0,3734418.0,-3.99,2,2023-08-29,0.97,0.67,0.77,5.49,2.83,1.55,1.95,1.95,2.02,13.56,29.16,65.65,15.02,9.1,77.83,16.04,13.29,16.78,8.77,23.36,3822200,4.69,59.2,75.64,3.62,0.17,-0.27,23.7,16.56,16.56,23.7,230718,1284622,5674393,178693,-68,0,26,-42,-1,0,1,-1,42.12,48861,1882,11,0.58,10.0,11.03,0.0,0.0,0.0,0.0,0.0,-6000,1277,11,0.0,0.0,0.0,0.0,0.0,10.94,-211.07,10000.0,TSE,5,力達-KY,電機機械,1160000000.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(7, 9]","(-904.381, -14.577]","(0.0, 1080.0]","(0.923, 18.74]","(340.0, 46608.0]","(-0.001, 0.707]"
4702,2023-10-16,12.95,12.95,12.95,12.95,4.0,12.91,12.97,13.0475,13.3325,44.0,35.0,42.0,59.0,-0.6,-4.43,2023-09-28,2023-06-30,2023-10-11,25755.0,51422.0,-49.91,-52.53,-2.0,445596.0,857159.0,-48.01,2,2023-08-11,0.04,0.89,1.62,12.11,0.21,0.25,0.27,0.24,0.24,-0.83,79.71,-257.28,-0.16,2.04,16.1,2.32,1.14,-87.69,2.04,-78.16,1034362,-50.32,-22.95,77.02,20.21,0.09,1.97,9.17,-23.25,-23.25,9.17,-88230,134945,1168049,22591,-1,0,0,-1,-2,0,0,-2,42.61,30822,2336,1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,128,-1,0.0,0.0,0.0,0.0,0.0,0.0,-5.8,50.0,OTC,38,中美實,居家生活,723332000.0,中,OTC,216.19,216.19,214.59,214.59,1484434,215.47,215.09,215.04,214.63,1525811,1561794,1523322,1611569,7.64,-3.69,"(-5, -3]","(-14.577, 3.893]","(-92.161, 0.0]","(-6.471, 0.0]","(-43.333, 340.0]","(-0.001, 0.707]"
4706,2023-10-16,29.0,29.25,28.5,28.95,155.0,29.37,29.025,28.2775,23.835,428.0,359.0,347.0,293.0,3.9,15.57,2023-09-28,2023-06-30,2023-10-04,103529.0,91020.0,13.74,6.32,2.0,791291.0,982070.0,-19.43,2,2023-08-10,-0.01,1.08,1.46,0.0,0.38,-0.04,0.36,-0.05,-0.2,-3.21,-167.35,47.88,-1.07,-1.09,94.69,4.0,-0.11,-101.48,-0.26,-104.13,1533182,-19.63,8.63,88.88,-8.54,0.16,3.1,11.63,-45.66,-45.66,11.63,56849,262795,1417771,27710,-8,0,0,-8,-1,0,0,-1,34.89,27577,442,4,0.9,-20.0,5.49,0.0,0.0,0.0,0.0,0.0,0,381,4,0.0,0.0,0.0,0.0,0.0,0.0,-624.59,10000.0,OTC,21,大恭,化學工業,790300930.0,大,OTC,216.19,216.19,214.59,214.59,1484434,215.47,215.09,215.04,214.63,1525811,1561794,1523322,1611569,7.64,-3.69,"(15, 17]","(-904.381, -14.577]","(-92.161, 0.0]","(0.923, 18.74]","(340.0, 46608.0]","(0.707, 35.48]"
4906,2023-10-16,35.25,35.25,34.15,34.6,6698.0,35.71,36.36,36.65,35.0517,5351.0,5743.0,7871.0,13124.0,-2.45,-6.61,2023-09-28,2023-06-30,2023-10-11,2019765.0,2750568.0,-26.57,0.22,1.0,20235540.0,19370077.0,4.47,2,2023-08-04,0.79,1.03,0.43,11.89,2.36,1.36,1.95,2.28,2.41,4.01,190.04,280.63,7.13,4.6,565.16,8.2,5.35,170.47,4.34,240.42,13037366,8.02,-0.7,52.28,2.27,0.28,1.34,12.4,42.27,42.27,12.4,-1530140,7013592,13000595,494543,1394,0,-453,941,1,0,-1,1,4.19,16776,12068,2175,18.02,-6.05,-2.3,0.0,0.0,0.0,0.0,0.0,236,-1747,710,0.0,0.0,0.0,0.0,0.0,-1.43,12.65,-48.46,TSE,27,正文,通信網路業,4001211050.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(-7, -5]","(3.893, 60.83]","(-92.161, 0.0]","(-6.471, 0.0]","(-3666.001, -43.333]","(0.707, 35.48]"
4909,2023-10-16,23.7,24.15,23.45,23.45,510.0,23.96,24.19,24.6375,22.9858,821.0,868.0,1358.0,1973.0,-2.35,-9.11,2023-09-28,2023-06-30,2023-10-11,61125.0,37459.0,63.18,-13.35,-2.0,487921.0,352938.0,38.25,2,2023-08-10,0.1,0.81,3.57,0.0,0.67,0.36,0.65,0.38,0.38,-17.56,61.92,-81.0,-2.28,7.25,354.12,14.17,6.28,194.5,7.35,183.01,1909130,4.53,-24.56,92.98,-1.66,0.05,23.84,-0.44,98.46,98.46,-0.44,2912,121168,2347683,29449,-29,0,19,-10,-1,0,1,-1,10.98,10247,4411,110,2.49,-9.09,-0.45,0.0,0.0,0.0,0.0,0.0,-1000,994,109,0.0,0.0,0.0,0.0,0.0,8.89,-29.09,-10900.0,OTC,27,新復興,通信網路業,933568640.0,大,OTC,216.19,216.19,214.59,214.59,1484434,215.47,215.09,215.04,214.63,1525811,1561794,1523322,1611569,7.64,-3.69,"(-11, -9]","(-904.381, -14.577]","(-92.161, 0.0]","(-6.471, 0.0]","(340.0, 46608.0]","(0.707, 35.48]"
4933,2023-10-16,62.0,63.1,60.7,62.3,1733.0,59.44,56.76,52.8625,45.235,3051.0,3573.0,2191.0,1359.0,12.3,24.6,2023-09-28,2023-06-30,2023-10-06,238710.0,123544.0,93.22,-7.18,-1.0,1804640.0,1798524.0,0.34,2,2023-08-09,1.58,0.92,1.46,12.53,4.3,2.98,3.44,4.06,3.86,13.56,-21.73,1036.76,11.12,18.35,1284.55,29.14,24.12,6.02,19.29,6.74,2930330,-5.55,48.65,73.49,-3.52,0.15,10.56,29.27,-4.22,-4.22,29.27,-8041,658175,3188378,26805,-163,0,56,-107,-2,0,2,-2,56.92,45756,1610,85,5.28,-9.57,-4.68,0.0,0.0,0.0,0.0,0.0,67,1159,85,0.0,0.0,0.0,0.0,0.0,-0.15,-256.98,10000.0,OTC,26,友輝,光電業,804526750.0,大,OTC,216.19,216.19,214.59,214.59,1484434,215.47,215.09,215.04,214.63,1525811,1561794,1523322,1611569,7.64,-3.69,"(23, 25]","(-904.381, -14.577]","(-92.161, 0.0]","(-6.471, 0.0]","(340.0, 46608.0]","(0.707, 35.48]"
5355,2023-10-16,7.36,7.5,7.29,7.5,100.0,7.488,7.476,7.442,7.387,82.0,110.0,111.0,96.0,0.0,0.0,2023-09-28,2023-06-30,2023-10-08,33313.0,42645.0,-21.88,0.23,1.0,381027.0,385947.0,-1.27,2,2023-08-09,-0.14,1.06,2.5,0.0,-0.77,-1.64,-1.04,-1.97,-1.94,-28.79,-20.98,-92.09,-2.19,-18.34,-21.86,-9.05,-17.44,-15.59,-18.62,-13.34,1254221,-6.33,-11.55,84.98,-29.05,0.09,11.35,-12.19,-66.08,-66.08,-12.19,10559,126622,1179656,-28349,0,0,0,0,0,0,0,0,6.0,9972,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,OTC,28,佳總,電子零組件,1661227920.0,大,OTC,216.19,216.19,214.59,214.59,1484434,215.47,215.09,215.04,214.63,1525811,1561794,1523322,1611569,7.64,-3.69,"(-1, 1]","(-14.577, 3.893]","(-92.161, 0.0]","(-6.471, 0.0]","(-43.333, 340.0]","(-0.001, 0.707]"
5392,2023-10-16,25.6,25.85,25.1,25.6,534.0,25.6,25.285,24.94,24.7733,926.0,1110.0,906.0,1188.0,0.3,1.19,2023-09-28,2023-06-30,2023-10-11,844637.0,892692.0,-5.38,-2.21,-1.0,6875727.0,7972537.0,-13.76,2,2023-08-14,0.56,0.67,0.4,93.24,1.4,0.89,1.17,1.5,0.2,-0.56,73.6,88.07,-0.75,0.67,300.69,15.37,6.38,152.1,5.0,328.46,3767763,-11.1,11.21,49.14,-1.6,0.15,6.94,15.51,-1.46,-1.46,15.51,325391,2276097,7487742,209444,-163,0,6,-157,-2,0,1,-2,13.44,22702,2862,2,0.07,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0,365,1,0.0,0.0,0.0,0.0,0.0,0.0,-14.62,-100.0,OTC,26,能率,光電業,1689589900.0,大,OTC,216.19,216.19,214.59,214.59,1484434,215.47,215.09,215.04,214.63,1525811,1561794,1523322,1611569,7.64,-3.69,"(1, 3]","(-904.381, -14.577]","(-92.161, 0.0]","(0.923, 18.74]","(340.0, 46608.0]","(-0.001, 0.707]"
5521,2023-10-16,8.08,8.43,8.04,8.43,6549.0,8.052,7.945,7.784,7.5338,2924.0,2082.0,1410.0,999.0,0.63,8.08,2023-09-28,2023-06-30,2023-10-06,478943.0,297083.0,61.22,9.7,1.0,3861382.0,3535294.0,9.22,2,2023-08-14,0.18,0.73,0.78,54.78,1.44,1.28,1.4,1.72,1.68,6.0,2427.32,201.41,1.65,6.52,209.56,7.88,6.65,620.24,6.66,613.35,3879166,19.69,33.37,71.56,-0.95,0.19,0.65,9.19,198.69,198.69,9.19,-99791,1356090,5318492,-196975,952,0,9,961,5,0,4,5,3.83,18862,2194,7,0.32,0.0,1.62,0.0,0.0,0.0,0.0,0.0,33,-534,6,0.0,0.0,0.0,0.0,0.0,-0.18,19.57,-600.0,TSE,14,工信,建材營造,4922801550.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(7, 9]","(3.893, 60.83]","(-92.161, 0.0]","(0.923, 18.74]","(-3666.001, -43.333]","(-0.001, 0.707]"
5533,2023-10-16,19.9,19.9,19.6,19.65,209.0,19.82,19.895,19.735,18.8917,202.0,263.0,301.0,327.0,1.0,5.36,2023-09-28,2023-06-30,2023-10-06,213418.0,31144.0,585.26,-53.52,-1.0,3358252.0,4615383.0,-27.24,2,2023-08-11,0.81,0.56,1.53,5.49,2.46,1.89,2.02,2.53,2.54,27.47,-26.8,-28.88,10.24,21.96,-37.15,29.85,28.07,-19.95,21.86,17.38,5219965,-43.05,-24.87,75.64,-2.45,0.09,0.6,32.83,-27.45,-27.45,32.83,32757,1063243,9319109,-196234,10,0,7,17,1,0,2,1,10.05,28670,895,7,0.78,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-89,-1390,7,0.0,0.0,0.0,0.0,0.0,0.31,60.83,10000.0,TSE,14,皇鼎,建材營造,2852449440.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(5, 7]","(3.893, 60.83]","(-92.161, 0.0]","(0.923, 18.74]","(-3666.001, -43.333]","(0.707, 35.48]"
6234,2023-10-16,29.1,29.25,28.0,28.0,694.0,29.44,29.72,30.1125,31.4867,498.0,375.0,475.0,1356.0,-6.9,-19.77,2023-09-28,2023-06-30,2023-10-06,81646.0,71999.0,13.4,8.24,2.0,852477.0,1084340.0,-21.38,2,2023-08-14,0.76,1.19,3.02,17.79,2.4,1.79,1.98,2.82,2.82,18.25,557.83,733.35,8.48,16.33,450.9,22.81,19.65,244.89,16.33,342.1,3207333,179.94,200.06,59.08,9.32,0.11,1.39,21.78,298.66,298.66,21.78,66071,466501,2689441,90417,-65,0,-3,-68,-1,0,-1,-1,17.55,17621,3185,24,0.75,-7.69,-2.03,0.0,0.0,0.0,0.0,0.0,0,-152,-31,0.0,0.0,0.0,0.0,0.0,0.0,4.55,56.36,OTC,26,高僑,光電業,1003863980.0,大,OTC,216.19,216.19,214.59,214.59,1484434,215.47,215.09,215.04,214.63,1525811,1561794,1523322,1611569,7.64,-3.69,"(-21, -19]","(3.893, 60.83]","(-92.161, 0.0]","(-6.471, 0.0]","(-3666.001, -43.333]","(0.707, 35.48]"
6768,2023-10-16,66.2,67.3,66.2,66.6,101.0,67.18,66.35,66.195,64.45,167.0,152.0,338.0,248.0,2.4,3.74,2023-09-28,2023-06-30,2023-10-06,1029974.0,1625247.0,-36.63,8.09,1.0,10180436.0,13747506.0,-25.95,2,2023-08-18,1.28,0.98,0.78,7.58,2.61,1.34,2.07,1.79,1.82,5.33,-60.02,444.96,10.51,6.53,476.98,13.38,8.21,-40.75,6.44,-44.87,13350664,-18.83,14.76,66.71,5.24,0.19,2.88,16.98,-35.51,-35.51,16.98,44476,3863042,13649852,1653894,39,0,-1,38,12,0,-1,5,2.17,4252,1041,1,0.1,0.0,-6.47,0.0,0.0,0.0,0.0,0.0,28,-83,1,-2.26,-0.72,-2.21,-0.47,-82.68,-0.66,7.38,10000.0,TSE,37,志強-KY,運動休閒,1960456170.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(3, 5]","(3.893, 60.83]","(-92.161, 0.0]","(-6.471, 0.0]","(-3666.001, -43.333]","(-0.001, 0.707]"
6807,2023-10-16,35.4,37.0,35.4,36.25,120.0,35.06,33.835,33.3225,29.3975,303.0,166.0,165.0,105.0,8.2,29.23,2023-09-28,2023-06-30,2023-10-06,388541.0,360552.0,7.76,12.23,2.0,2727931.0,3330662.0,-18.1,2,2023-08-30,1.59,0.79,0.4,6.02,4.3,2.85,3.47,4.48,4.51,8.1,765.64,2658.28,13.01,9.97,562.8,15.02,12.41,42.77,9.9,39.56,1539000,-26.11,3.92,64.56,-6.06,0.29,4.31,19.05,-13.6,-13.6,19.05,7266,867301,1938337,-52400,2,0,-3,-1,6,0,-1,-1,21.03,11357,282,0,0.0,0.0,2.55,0.0,0.0,0.0,0.0,0.0,0,184,0,-2.38,-0.98,-1.42,-3.5,-76.81,0.0,-187.76,,TSE,38,峰源-KY,居家生活,540000000.0,中,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(29, 31]","(-904.381, -14.577]","(-92.161, 0.0]","(0.923, 18.74]","(-43.333, 340.0]","(-0.001, 0.707]"
8011,2023-10-16,18.45,18.5,18.1,18.2,545.0,18.51,18.66,18.78,17.805,1073.0,1508.0,1948.0,1314.0,-0.3,-1.62,2023-09-28,2023-06-30,2023-10-05,174953.0,169209.0,3.39,-4.62,-1.0,1353765.0,1284332.0,5.41,2,2023-08-10,0.01,1.04,1.63,0.0,1.52,0.29,1.32,0.17,0.2,-1.42,93.31,-114.91,-0.39,1.63,-67.94,25.98,0.65,102.39,1.4,105.62,2769400,13.61,1.48,47.66,12.86,0.06,2.08,15.88,480.05,480.05,15.88,-219019,413442,3407614,-65661,-101,0,0,-101,-1,0,0,-1,19.27,29090,4275,0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0,110,-49,-5.43,-3.94,-2.03,-1.1,-24.65,0.0,-2.64,100.0,TSE,27,台通,通信網路業,1709218910.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(-3, -1]","(-14.577, 3.893]","(-92.161, 0.0]","(0.923, 18.74]","(-43.333, 340.0]","(-0.001, 0.707]"
8103,2023-10-16,37.55,37.85,37.35,37.6,127.0,38.01,38.905,39.5125,38.91,235.0,200.0,197.0,420.0,-1.25,-3.22,2023-09-28,2023-06-30,2023-10-06,263296.0,295300.0,-10.84,-10.57,-1.0,2247541.0,2977142.0,-24.51,2,2023-08-09,0.84,0.98,0.93,8.32,3.57,1.36,2.32,2.22,2.28,6.93,-64.01,-6.08,6.65,8.81,134.62,23.7,15.41,-41.49,8.59,-46.89,2869942,-28.47,13.49,58.29,-7.92,0.15,8.49,30.82,-28.77,-28.77,30.82,87784,758308,2914072,162323,41,0,-46,-5,1,0,-1,-2,11.87,9376,1200,34,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,-45,34,-7.92,-2.33,-5.16,-3.22,-22.88,-0.21,3.61,10000.0,TSE,28,瀚荃,電子零組件,789560690.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(-5, -3]","(-14.577, 3.893]","(-92.161, 0.0]","(-6.471, 0.0]","(-3666.001, -43.333]","(0.707, 35.48]"
8240,2023-10-16,38.3,38.3,36.8,37.3,293.0,37.35,37.745,37.555,34.4125,598.0,666.0,754.0,386.0,2.2,6.27,2023-09-28,2023-06-30,2023-10-11,706388.0,690435.0,2.31,-0.83,-1.0,5665220.0,7187156.0,-21.18,2,2023-08-09,1.05,0.83,0.43,11.29,2.67,1.55,2.27,2.73,2.82,4.82,0.19,937.91,9.43,5.91,2465.05,11.94,7.57,3.71,5.73,9.8,3290132,-16.7,21.06,49.6,-12.06,0.24,2.75,15.77,-4.58,-4.58,15.77,143187,1954768,4089817,90157,-6,0,8,2,-2,0,1,1,29.62,29623,1510,2,0.13,-33.33,0.73,0.0,0.0,0.0,0.0,0.0,0,341,2,-5.55,-2.52,-1.45,-2.56,-51.81,0.0,-29.17,10000.0,OTC,26,華宏,光電業,1000044140.0,大,OTC,216.19,216.19,214.59,214.59,1484434,215.47,215.09,215.04,214.63,1525811,1561794,1523322,1611569,7.64,-3.69,"(5, 7]","(-904.381, -14.577]","(-92.161, 0.0]","(0.0, 0.923]","(340.0, 46608.0]","(-0.001, 0.707]"
911622,2023-10-16,5.15,5.16,5.14,5.16,50.0,5.15,5.194,5.184,5.1328,31.0,33.0,27.0,34.0,0.03,0.58,,2023-06-30,,,,,,,,,,2,2023-08-14,0.09,0.04,0.02,0.76,2.03,1.13,1.85,1.26,1.26,3.16,-28.16,65.35,1.11,3.78,-16.3,8.19,3.59,807.26,3.78,292.75,153600,-39.48,15.55,75.78,-9.44,0.25,0.43,8.1,-19.56,-18.55,8.2,27007,1389444,4143018,355934,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,TSE,91,泰聚亨-DR,存託憑證,3714761903.0,大,TSE,16712.93,16712.93,16614.1,16652.24,5507462,16690.66,16554.56,16542.16,16687.27,5758037,5642487,5729018,6262774,978.34,-6.24,"(-1, 1]","(-14.577, 3.893]","(-92.161, 0.0]","(-6.471, 0.0]","(-43.333, 340.0]","(-0.001, 0.707]"
